Customer ID,Name,Account Type,Category,Transaction Type,Amount (INR),Date,City,Risk Level
HSBC12499,Rahul Tiwari,Savings,Dining,Debit,3909,2024-05-05,Mumbai,Low
HSBC12500,Sunil Mishra,Fixed Deposit,Travel,Credit,2847,2024-03-18,Bhopal,Low
HSBC12501,Anjali Gupta,Fixed Deposit,Shopping,Credit,7258,2024-05-24,Bhopal,Low
HSBC12502,Asha Chopra,Credit,Investment,Debit,45745,2024-10-11,Vadodara,Medium
HSBC12503,Sunil Chopra,Credit,ATM Withdrawal,Debit,6357,2024-10-30,Vadodara,Low
HSBC12504,Anita Iyer,Current,Shopping,Credit,5257,2024-05-03,Kolkata,Low
HSBC12505,Pooja Sharma,Current,Shopping,Debit,4246,2024-08-25,Bhopal,Low
HSBC12506,Priya Agarwal,Current,Grocery,Debit,5271,2024-02-16,Vadodara,Low
HSBC12507,Amit Joshi,Current,Investment,Debit,30362,2024-03-27,Delhi,Medium
HSBC12508,Ramesh Joshi,Savings,EMI,Debit,15857,2024-03-04,Jaipur,Medium
HSBC12509,Harish Bose,Savings,Insurance,Debit,436,2024-09-14,Kolkata,Low
HSBC12510,Deepa Mishra,Credit,EMI,Debit,14785,2024-10-28,Bhopal,Low
HSBC12511,Kiran Tiwari,Fixed Deposit,Insurance,Debit,3183,2024-10-11,Jaipur,Low
HSBC12512,Rahul Patel,Credit,ATM Withdrawal,Debit,2434,2024-12-24,Surat,Low
HSBC12513,Deepa Gupta,Fixed Deposit,Education,Credit,5899,2024-03-29,Vadodara,Low
HSBC12514,Mahesh Verma,Credit,Online Purchase,Debit,1948,2024-01-28,Lucknow,Low
HSBC12515,Arjun Das,Current,Utilities,Debit,3935,2024-10-09,Hyderabad,Low
HSBC12516,Shanta Iyer,Current,Dining,Debit,4210,2024-04-27,Bengaluru,Low
HSBC12517,Kavya Patel,Credit,Grocery,Credit,7135,2024-03-08,Bhopal,Low
HSBC12518,Usha Singh,Savings,Shopping,Debit,3212,2024-07-03,Surat,Low
HSBC12519,Ramesh Mehta,Savings,Insurance,Debit,3375,2024-11-20,Hyderabad,Low
HSBC12520,Sneha Verma,Current,Salary,Credit,47199,2024-08-12,Ahmedabad,Medium
HSBC12521,Amit Kumar,Savings,Salary,Credit,80105,2024-03-07,Jaipur,High
HSBC12522,Neha Malhotra,Credit,ATM Withdrawal,Debit,4614,2024-07-21,Hyderabad,Low
HSBC12523,Aarav Patel,Credit,Investment,Debit,36856,2024-08-23,Pune,Medium
HSBC12524,Lata Tiwari,Savings,Education,Credit,2429,2024-02-06,Lucknow,Low
HSBC12525,Priya Joshi,Savings,Shopping,Debit,1884,2024-08-28,Chennai,Low
HSBC12526,Dinesh Agarwal,Savings,ATM Withdrawal,Credit,286,2024-09-28,Hyderabad,Low
HSBC12527,Anjali Sharma,Credit,Salary,Debit,43349,2024-11-13,Kolkata,Medium
HSBC12528,Lata Joshi,Current,Healthcare,Debit,2986,2024-04-13,Delhi,Low
HSBC12529,Vijay Bose,Savings,Travel,Debit,1256,2024-08-01,Indore,Low
HSBC12530,Lata Chopra,Savings,EMI,Debit,10651,2024-03-19,Delhi,Low
HSBC12531,Harish Das,Fixed Deposit,EMI,Credit,5937,2024-05-10,Chennai,Low
HSBC12532,Rahul Chopra,Fixed Deposit,Shopping,Credit,1379,2024-06-05,Surat,Low
HSBC12533,Suresh Shah,Fixed Deposit,EMI,Debit,10083,2024-04-07,Bengaluru,Low
HSBC12534,Aditya Rao,Current,Shopping,Debit,2576,2024-02-15,Chennai,Low
HSBC12535,Kavya Verma,Current,Transfer,Credit,7085,2024-12-01,Jaipur,Low
HSBC12536,Kiran Verma,Current,Grocery,Debit,1518,2024-09-19,Lucknow,Low
HSBC12537,Rahul Mishra,Fixed Deposit,Online Purchase,Debit,3064,2024-11-14,Bhopal,Low
HSBC12538,Vijay Kumar,Current,Investment,Debit,19966,2024-12-30,Delhi,Medium
HSBC12539,Ramesh Tiwari,Fixed Deposit,Rent,Credit,16041,2024-03-09,Nagpur,Medium
HSBC12540,Sanjay Chopra,Current,ATM Withdrawal,Debit,5069,2024-07-05,Jaipur,Low
HSBC12541,Sunita Shah,Current,Rent,Credit,21625,2024-05-03,Delhi,Medium
HSBC12542,Neha Reddy,Fixed Deposit,Shopping,Debit,672,2024-05-16,Pune,Low
HSBC12543,Geeta Rao,Credit,Travel,Debit,288,2024-05-17,Nagpur,Low
HSBC12544,Asha Mehta,Credit,Online Purchase,Debit,5791,2024-10-15,Ahmedabad,Low
HSBC12545,Meena Rao,Fixed Deposit,Online Purchase,Debit,2900,2024-02-02,Kolkata,Low
HSBC12546,Deepa Verma,Current,Grocery,Debit,3388,2024-07-08,Mumbai,Low
HSBC12547,Sunil Sharma,Credit,Online Purchase,Debit,5354,2024-02-14,Indore,Low
HSBC12548,Asha Joshi,Fixed Deposit,Education,Debit,2435,2024-07-09,Surat,Low
HSBC12549,Dinesh Rao,Credit,Transfer,Credit,4620,2024-08-20,Indore,Low
HSBC12550,Meena Kumar,Current,EMI,Debit,9643,2024-03-01,Chennai,Low
HSBC12551,Pooja Rao,Savings,Online Purchase,Credit,9696,2024-11-29,Jaipur,Low
HSBC12552,Shobha Mehta,Current,Transfer,Credit,3410,2024-07-31,Indore,Low
HSBC12553,Anjali Iyer,Credit,ATM Withdrawal,Credit,4504,2024-07-30,Hyderabad,Low
HSBC12554,Geeta Shah,Savings,Online Purchase,Debit,945,2024-01-10,Mumbai,Low
HSBC12555,Sunil Singh,Fixed Deposit,Online Purchase,Debit,4712,2024-03-02,Delhi,Low
HSBC12556,Rekha Mishra,Fixed Deposit,Grocery,Debit,2831,2024-05-23,Pune,Low
HSBC12557,Aditya Mehta,Credit,Transfer,Credit,3394,2024-09-15,Vadodara,Low
HSBC12558,Geeta Verma,Credit,Transfer,Credit,1947,2024-12-13,Ahmedabad,Low
HSBC12559,Sneha Singh,Fixed Deposit,Salary,Debit,78876,2024-12-12,Mumbai,High
HSBC12560,Usha Malhotra,Credit,ATM Withdrawal,Debit,754,2024-04-23,Bhopal,Low
HSBC12561,Prakash Chopra,Fixed Deposit,Utilities,Debit,2441,2024-04-09,Ahmedabad,Low
HSBC12562,Aarav Singh,Credit,ATM Withdrawal,Debit,1175,2024-01-24,Bhopal,Low
HSBC12563,Amit Kumar,Fixed Deposit,Online Purchase,Credit,5649,2024-11-28,Jaipur,Low
HSBC12564,Rahul Patel,Savings,ATM Withdrawal,Debit,2448,2024-12-15,Bengaluru,Low
HSBC12565,Rohit Gupta,Credit,Salary,Credit,60637,2024-08-05,Mumbai,High
HSBC12566,Ramesh Iyer,Current,Online Purchase,Debit,2148,2024-03-04,Vadodara,Low
HSBC12567,Deepa Rao,Savings,Travel,Credit,4742,2024-07-12,Surat,Low
HSBC12568,Amit Reddy,Current,Travel,Debit,3778,2024-01-14,Surat,Low
HSBC12569,Pooja Tiwari,Fixed Deposit,Transfer,Credit,2245,2024-06-29,Indore,Low
HSBC12570,Deepa Shah,Current,Utilities,Debit,2890,2024-08-14,Hyderabad,Low
HSBC12571,Shanta Mehta,Current,Grocery,Debit,292,2024-04-23,Vadodara,Low
HSBC12572,Amit Shah,Current,Salary,Credit,58797,2024-09-16,Pune,High
HSBC12573,Rahul Bose,Fixed Deposit,Grocery,Credit,4255,2024-04-05,Kolkata,Low
HSBC12574,Ramesh Bose,Savings,Transfer,Debit,3386,2024-04-12,Kolkata,Low
HSBC12575,Rahul Singh,Savings,Travel,Credit,6413,2024-10-10,Hyderabad,Low
HSBC12576,Mala Mishra,Current,Insurance,Debit,5610,2024-09-09,Lucknow,Low
HSBC12577,Anita Verma,Credit,Transfer,Credit,1616,2024-03-08,Bengaluru,Low
HSBC12578,Deepa Mehta,Current,Utilities,Credit,7237,2024-12-30,Jaipur,Low
HSBC12579,Priya Singh,Credit,Salary,Credit,34233,2024-10-16,Bengaluru,Medium
HSBC12580,Pooja Joshi,Credit,Shopping,Debit,2124,2024-11-12,Pune,Low
HSBC12581,Deepa Reddy,Savings,ATM Withdrawal,Credit,7027,2024-09-02,Indore,Low
HSBC12582,Sunita Gupta,Savings,Travel,Credit,838,2024-12-16,Vadodara,Low
HSBC12583,Sudha Verma,Savings,Transfer,Credit,2621,2024-10-13,Chennai,Low
HSBC12584,Anjali Mishra,Credit,Utilities,Debit,1925,2024-02-06,Hyderabad,Low
HSBC12585,Dinesh Joshi,Fixed Deposit,Dining,Debit,2921,2024-10-19,Indore,Low
HSBC12586,Rajesh Reddy,Fixed Deposit,Grocery,Debit,5957,2024-08-31,Mumbai,Low
HSBC12587,Rekha Nair,Credit,Healthcare,Debit,6885,2024-07-07,Delhi,Low
HSBC12588,Anita Verma,Savings,Grocery,Debit,2080,2024-12-10,Pune,Low
HSBC12589,Asha Malhotra,Credit,Grocery,Debit,6854,2024-10-30,Hyderabad,Low
HSBC12590,Shobha Nair,Fixed Deposit,Healthcare,Debit,5668,2024-04-04,Mumbai,Low
HSBC12591,Rajesh Sharma,Current,Grocery,Credit,7165,2024-02-06,Surat,Low
HSBC12592,Sudha Singh,Current,Investment,Credit,22371,2024-06-06,Delhi,Medium
HSBC12593,Suresh Tiwari,Current,Investment,Debit,36520,2024-09-29,Surat,Medium
HSBC12594,Geeta Rao,Savings,Healthcare,Debit,2664,2024-04-20,Delhi,Low
HSBC12595,Aditya Malhotra,Fixed Deposit,ATM Withdrawal,Credit,5649,2024-04-04,Bengaluru,Low
HSBC12596,Prakash Rao,Savings,Shopping,Debit,3425,2024-10-22,Jaipur,Low
HSBC12597,Sunil Agarwal,Fixed Deposit,Dining,Debit,3785,2024-04-16,Lucknow,Low
HSBC12598,Harish Iyer,Current,Utilities,Credit,7050,2024-07-14,Pune,Low
HSBC12599,Nisha Mehta,Savings,Online Purchase,Debit,4290,2024-04-03,Hyderabad,Low
HSBC12600,Anjali Kumar,Savings,Utilities,Debit,100,2024-06-29,Indore,Low
HSBC12601,Priya Reddy,Fixed Deposit,Transfer,Credit,2769,2024-05-25,Ahmedabad,Low
HSBC12602,Aarav Patel,Savings,Utilities,Debit,6998,2024-08-25,Kolkata,Low
HSBC12603,Nisha Iyer,Fixed Deposit,Travel,Credit,911,2024-06-07,Bhopal,Low
HSBC12604,Neha Malhotra,Current,EMI,Debit,13409,2024-12-19,Mumbai,Low
HSBC12605,Ravi Nair,Savings,Grocery,Credit,2802,2024-04-11,Mumbai,Low
HSBC12606,Shobha Rao,Credit,Healthcare,Debit,5121,2024-08-25,Ahmedabad,Low
HSBC12607,Neha Singh,Credit,Utilities,Debit,3789,2024-12-21,Pune,Low
HSBC12608,Shobha Chopra,Savings,Salary,Credit,65036,2024-03-23,Jaipur,High
HSBC12609,Aditya Chopra,Fixed Deposit,Insurance,Debit,3596,2024-06-09,Surat,Low
HSBC12610,Sanjay Das,Credit,Education,Debit,4505,2024-05-24,Kolkata,Low
HSBC12611,Anita Shah,Credit,Online Purchase,Debit,7711,2024-05-29,Nagpur,Low
HSBC12612,Manish Iyer,Credit,Transfer,Credit,729,2024-06-05,Surat,Low
HSBC12613,Anjali Rao,Current,Investment,Credit,18487,2024-05-21,Surat,Medium
HSBC12614,Prakash Iyer,Current,Healthcare,Credit,1247,2024-07-28,Chennai,Low
HSBC12615,Priya Das,Current,Utilities,Credit,2269,2024-11-05,Nagpur,Low
HSBC12616,Rajesh Mehta,Credit,Grocery,Credit,5801,2024-01-05,Bhopal,Low
HSBC12617,Harish Chopra,Current,Grocery,Credit,6207,2024-09-02,Pune,Low
HSBC12618,Nisha Das,Credit,Salary,Credit,35469,2024-07-30,Pune,Medium
HSBC12619,Asha Bose,Current,ATM Withdrawal,Credit,3526,2024-05-22,Surat,Low
HSBC12620,Anita Iyer,Fixed Deposit,Online Purchase,Credit,4240,2024-11-08,Hyderabad,Low
HSBC12621,Harish Patel,Savings,Utilities,Debit,2665,2024-02-28,Hyderabad,Low
HSBC12622,Geeta Nair,Fixed Deposit,ATM Withdrawal,Debit,4566,2024-10-31,Kolkata,Low
HSBC12623,Suresh Nair,Credit,Dining,Debit,6601,2024-08-08,Vadodara,Low
HSBC12624,Neha Tiwari,Current,Online Purchase,Credit,2783,2024-07-03,Jaipur,Low
HSBC12625,Nisha Mehta,Credit,Insurance,Debit,3674,2024-10-04,Jaipur,Low
HSBC12626,Rekha Patel,Current,Rent,Credit,19908,2024-07-27,Bengaluru,Medium
HSBC12627,Rohit Patel,Current,Salary,Credit,61252,2024-12-01,Delhi,High
HSBC12628,Priya Iyer,Current,Dining,Debit,5832,2024-07-31,Jaipur,Low
HSBC12629,Lata Mishra,Savings,Grocery,Debit,7119,2024-12-29,Nagpur,Low
HSBC12630,Kavya Tiwari,Credit,EMI,Debit,11584,2024-01-26,Bengaluru,Low
HSBC12631,Neha Bose,Fixed Deposit,ATM Withdrawal,Credit,2828,2024-06-03,Hyderabad,Low
HSBC12632,Kiran Patel,Current,Salary,Credit,102468,2024-07-06,Mumbai,High
HSBC12633,Aditya Joshi,Credit,Shopping,Debit,1352,2024-03-22,Hyderabad,Low
HSBC12634,Suresh Kumar,Current,Dining,Credit,4221,2024-03-10,Mumbai,Low
HSBC12635,Rohit Nair,Fixed Deposit,Healthcare,Credit,3600,2024-01-12,Hyderabad,Low
HSBC12636,Suresh Verma,Fixed Deposit,Shopping,Credit,3839,2024-12-20,Delhi,Low
HSBC12637,Anita Chopra,Credit,Online Purchase,Credit,4354,2024-09-01,Surat,Low
HSBC12638,Shanta Reddy,Credit,Salary,Credit,48469,2024-03-29,Chennai,Medium
HSBC12639,Rekha Mehta,Savings,Grocery,Debit,6942,2024-10-11,Vadodara,Low
HSBC12640,Ravi Bose,Current,Salary,Credit,41937,2024-03-08,Mumbai,Medium
HSBC12641,Rohit Mishra,Credit,Shopping,Debit,4895,2024-01-09,Delhi,Low
HSBC12642,Geeta Joshi,Current,Dining,Credit,834,2024-01-27,Bhopal,Low
HSBC12643,Rekha Patel,Fixed Deposit,Transfer,Credit,5174,2024-10-06,Ahmedabad,Low
HSBC12644,Arjun Bose,Fixed Deposit,EMI,Credit,10445,2024-02-24,Surat,Low
HSBC12645,Ramesh Joshi,Credit,Grocery,Debit,504,2024-08-13,Bengaluru,Low
HSBC12646,Rajesh Kumar,Credit,Travel,Debit,2698,2024-04-02,Bengaluru,Low
HSBC12647,Kiran Agarwal,Savings,Transfer,Credit,2565,2024-09-30,Chennai,Low
HSBC12648,Ravi Das,Current,Online Purchase,Debit,1218,2024-11-17,Hyderabad,Low
HSBC12649,Prakash Tiwari,Savings,Transfer,Credit,9504,2024-03-02,Jaipur,Low
HSBC12650,Geeta Das,Savings,Salary,Credit,76163,2024-12-18,Jaipur,High
HSBC12651,Vijay Agarwal,Savings,Insurance,Debit,5714,2024-01-26,Indore,Low
HSBC12652,Sudha Iyer,Savings,Transfer,Debit,1866,2024-11-02,Bengaluru,Low
HSBC12653,Amit Singh,Credit,Insurance,Credit,1332,2024-02-26,Ahmedabad,Low
HSBC12654,Arjun Joshi,Current,Utilities,Debit,8235,2024-07-17,Nagpur,Low
HSBC12655,Ravi Shah,Current,Healthcare,Credit,8387,2024-03-17,Bengaluru,Low
HSBC12656,Anjali Rao,Current,EMI,Debit,13061,2024-05-13,Surat,Low
HSBC12657,Dinesh Mehta,Current,Investment,Credit,17328,2024-05-28,Chennai,Medium
HSBC12658,Nisha Chopra,Savings,Rent,Debit,17188,2024-09-12,Jaipur,Medium
HSBC12659,Ramesh Tiwari,Credit,Grocery,Debit,3621,2024-07-10,Surat,Low
HSBC12660,Dinesh Das,Credit,Grocery,Debit,3161,2024-06-09,Hyderabad,Low
HSBC12661,Prakash Bose,Credit,Dining,Debit,666,2024-04-17,Bengaluru,Low
HSBC12662,Ramesh Nair,Fixed Deposit,Salary,Credit,67806,2024-09-11,Ahmedabad,High
HSBC12663,Kiran Joshi,Current,ATM Withdrawal,Debit,4518,2024-07-23,Pune,Low
HSBC12664,Sunil Gupta,Current,Transfer,Credit,3613,2024-11-30,Pune,Low
HSBC12665,Harish Joshi,Current,Education,Credit,1298,2024-07-29,Hyderabad,Low
HSBC12666,Rahul Kumar,Credit,EMI,Debit,19183,2024-10-24,Kolkata,Medium
HSBC12667,Manish Malhotra,Current,Shopping,Debit,4951,2024-11-14,Nagpur,Low
HSBC12668,Sanjay Joshi,Savings,Shopping,Credit,5612,2024-12-05,Chennai,Low
HSBC12669,Shanta Das,Savings,Dining,Debit,4887,2024-02-24,Hyderabad,Low
HSBC12670,Sunil Patel,Savings,Rent,Debit,19939,2024-04-24,Nagpur,Medium
HSBC12671,Aditya Gupta,Savings,Salary,Credit,63786,2024-02-09,Pune,High
HSBC12672,Sanjay Das,Savings,Investment,Debit,22704,2024-08-10,Jaipur,Medium
HSBC12673,Vijay Mishra,Fixed Deposit,Online Purchase,Credit,7740,2024-02-26,Jaipur,Low
HSBC12674,Kiran Verma,Savings,Shopping,Debit,3725,2024-03-09,Indore,Low
HSBC12675,Aarav Patel,Fixed Deposit,Salary,Debit,70186,2024-11-22,Jaipur,High
HSBC12676,Rajesh Shah,Credit,Travel,Debit,2015,2024-07-17,Lucknow,Low
HSBC12677,Lata Iyer,Fixed Deposit,Investment,Debit,34421,2024-03-07,Hyderabad,Medium
HSBC12678,Sanjay Joshi,Savings,Education,Debit,5314,2024-08-11,Vadodara,Low
HSBC12679,Kavya Joshi,Savings,Salary,Credit,53320,2024-03-24,Surat,High
HSBC12680,Ravi Mishra,Current,Transfer,Credit,2791,2024-09-05,Jaipur,Low
HSBC12681,Harish Singh,Savings,Shopping,Debit,5910,2024-10-28,Surat,Low
HSBC12682,Ramesh Agarwal,Credit,Healthcare,Debit,6971,2024-11-29,Bengaluru,Low
HSBC12683,Mahesh Mehta,Savings,Investment,Credit,27444,2024-07-28,Mumbai,Medium
HSBC12684,Aditya Sharma,Savings,Grocery,Debit,6110,2024-03-23,Jaipur,Low
HSBC12685,Asha Mehta,Fixed Deposit,Salary,Credit,52985,2024-04-01,Chennai,High
HSBC12686,Sunita Das,Current,Healthcare,Credit,4194,2024-06-30,Jaipur,Low
HSBC12687,Aditya Malhotra,Current,Dining,Debit,2830,2024-07-22,Jaipur,Low
HSBC12688,Anita Joshi,Fixed Deposit,Investment,Debit,22288,2024-04-26,Bengaluru,Medium
HSBC12689,Mala Mehta,Fixed Deposit,Insurance,Debit,4812,2024-07-27,Bhopal,Low
HSBC12690,Neha Das,Credit,Dining,Debit,7898,2024-10-04,Bhopal,Low
HSBC12691,Lata Joshi,Fixed Deposit,Shopping,Credit,2632,2024-02-25,Mumbai,Low
HSBC12692,Vikram Mehta,Current,Dining,Debit,1415,2024-04-12,Bhopal,Low
HSBC12693,Manish Agarwal,Current,Grocery,Debit,3138,2024-06-27,Bhopal,Low
HSBC12694,Pooja Chopra,Savings,Travel,Debit,3162,2024-12-24,Mumbai,Low
HSBC12695,Lata Bose,Fixed Deposit,EMI,Debit,7021,2024-07-08,Indore,Low
HSBC12696,Shobha Joshi,Savings,Dining,Debit,5148,2024-09-24,Delhi,Low
HSBC12697,Meena Shah,Savings,Dining,Debit,1087,2024-08-23,Bhopal,Low
HSBC12698,Mahesh Singh,Credit,Online Purchase,Debit,4376,2024-09-30,Lucknow,Low
HSBC12699,Sunita Mishra,Credit,EMI,Debit,11928,2024-03-18,Nagpur,Low
HSBC12700,Lata Rao,Credit,Insurance,Debit,3044,2024-09-30,Kolkata,Low
HSBC12701,Aditya Agarwal,Credit,Healthcare,Credit,2746,2024-11-11,Jaipur,Low
HSBC12702,Shobha Tiwari,Current,EMI,Credit,14419,2024-05-19,Lucknow,Low
HSBC12703,Anita Sharma,Fixed Deposit,Investment,Debit,10579,2024-08-15,Chennai,Low
HSBC12704,Rajesh Kumar,Fixed Deposit,Shopping,Debit,1865,2024-06-04,Delhi,Low
HSBC12705,Prakash Tiwari,Fixed Deposit,Travel,Debit,324,2024-06-06,Lucknow,Low
HSBC12706,Sudha Verma,Credit,Insurance,Debit,2396,2024-05-25,Kolkata,Low
HSBC12707,Meena Gupta,Current,Transfer,Debit,4199,2024-08-24,Hyderabad,Low
HSBC12708,Sanjay Chopra,Credit,Salary,Credit,48989,2024-10-01,Vadodara,Medium
HSBC12709,Sunil Singh,Fixed Deposit,Rent,Debit,22075,2024-01-06,Vadodara,Medium
HSBC12710,Ramesh Joshi,Fixed Deposit,ATM Withdrawal,Debit,3862,2024-03-28,Delhi,Low
HSBC12711,Rahul Joshi,Fixed Deposit,Utilities,Debit,1852,2024-11-04,Bhopal,Low
HSBC12712,Sneha Sharma,Current,Rent,Debit,20500,2024-07-02,Jaipur,Medium
HSBC12713,Arjun Shah,Savings,Healthcare,Debit,1290,2024-01-22,Pune,Low
HSBC12714,Rajesh Iyer,Current,Dining,Debit,1757,2024-05-14,Indore,Low
HSBC12715,Arjun Mishra,Credit,Shopping,Debit,9173,2024-08-16,Vadodara,Low
HSBC12716,Rekha Sharma,Savings,Grocery,Credit,4021,2024-06-25,Nagpur,Low
HSBC12717,Dinesh Rao,Savings,Education,Debit,542,2024-01-09,Bhopal,Low
HSBC12718,Amit Rao,Credit,Grocery,Credit,1451,2024-10-16,Hyderabad,Low
HSBC12719,Prakash Mishra,Credit,Shopping,Debit,642,2024-01-10,Lucknow,Low
HSBC12720,Anjali Das,Fixed Deposit,Utilities,Debit,3452,2024-01-18,Mumbai,Low
HSBC12721,Anjali Mehta,Fixed Deposit,EMI,Debit,15042,2024-05-31,Chennai,Medium
HSBC12722,Ravi Kumar,Savings,Shopping,Credit,4086,2024-06-24,Kolkata,Low
HSBC12723,Mala Rao,Credit,Utilities,Debit,334,2024-03-05,Delhi,Low
HSBC12724,Kiran Reddy,Fixed Deposit,ATM Withdrawal,Credit,6555,2024-08-05,Vadodara,Low
HSBC12725,Pooja Joshi,Current,Utilities,Credit,4012,2024-11-27,Lucknow,Low
HSBC12726,Sanjay Chopra,Savings,Rent,Debit,29544,2024-07-18,Chennai,Medium
HSBC12727,Sunil Iyer,Credit,EMI,Credit,9741,2024-04-28,Jaipur,Low
HSBC12728,Manish Nair,Savings,Travel,Credit,4089,2024-03-11,Chennai,Low
HSBC12729,Asha Reddy,Current,Grocery,Debit,5675,2024-01-02,Nagpur,Low
HSBC12730,Sunita Rao,Current,Dining,Debit,932,2024-02-04,Bhopal,Low
HSBC12731,Rajesh Shah,Current,Dining,Debit,5872,2024-10-01,Lucknow,Low
HSBC12732,Sunil Shah,Credit,Healthcare,Debit,7089,2024-06-13,Jaipur,Low
HSBC12733,Kiran Joshi,Current,Education,Debit,2535,2024-12-30,Indore,Low
HSBC12734,Kiran Singh,Fixed Deposit,Utilities,Debit,1407,2024-09-07,Pune,Low
HSBC12735,Shanta Gupta,Fixed Deposit,Grocery,Debit,8124,2024-01-25,Pune,Low
HSBC12736,Nisha Agarwal,Savings,Rent,Debit,21148,2024-05-17,Ahmedabad,Medium
HSBC12737,Manish Reddy,Current,EMI,Credit,7456,2024-05-31,Delhi,Low
HSBC12738,Geeta Singh,Credit,Healthcare,Debit,4659,2024-10-19,Ahmedabad,Low
HSBC12739,Suresh Verma,Credit,Transfer,Credit,5266,2024-09-18,Jaipur,Low
HSBC12740,Priya Shah,Current,Utilities,Credit,3914,2024-02-12,Indore,Low
HSBC12741,Vikram Mehta,Current,Transfer,Credit,2222,2024-01-20,Jaipur,Low
HSBC12742,Rajesh Das,Current,Transfer,Credit,2561,2024-06-29,Vadodara,Low
HSBC12743,Pooja Bose,Fixed Deposit,Salary,Credit,45998,2024-12-16,Delhi,Medium
HSBC12744,Kiran Joshi,Savings,Shopping,Debit,2961,2024-06-16,Indore,Low
HSBC12745,Deepa Nair,Current,Shopping,Debit,2346,2024-10-16,Indore,Low
HSBC12746,Arjun Reddy,Fixed Deposit,Insurance,Credit,3414,2024-05-22,Indore,Low
HSBC12747,Dinesh Bose,Savings,Investment,Debit,19823,2024-07-22,Surat,Medium
HSBC12748,Vikram Iyer,Current,Salary,Credit,61162,2024-10-27,Surat,High
HSBC12749,Harish Verma,Fixed Deposit,Dining,Debit,5749,2024-11-08,Surat,Low
HSBC12750,Harish Tiwari,Savings,Insurance,Credit,3095,2024-09-29,Surat,Low
HSBC12751,Mala Nair,Fixed Deposit,Salary,Credit,78551,2024-12-16,Nagpur,High
HSBC12752,Asha Joshi,Savings,Insurance,Debit,866,2024-07-28,Lucknow,Low
HSBC12753,Usha Iyer,Credit,Utilities,Credit,2507,2024-09-21,Chennai,Low
HSBC12754,Shanta Agarwal,Fixed Deposit,Education,Debit,9309,2024-10-14,Bhopal,Low
HSBC12755,Rekha Bose,Credit,Dining,Debit,3535,2024-09-22,Nagpur,Low
HSBC12756,Anjali Tiwari,Savings,Salary,Credit,47204,2024-10-25,Ahmedabad,Medium
HSBC12757,Sunil Agarwal,Savings,Transfer,Credit,100,2024-08-19,Bhopal,Low
HSBC12758,Neha Chopra,Savings,Online Purchase,Debit,2602,2024-09-27,Chennai,Low
HSBC12759,Ravi Nair,Savings,Transfer,Credit,4297,2024-03-22,Jaipur,Low
HSBC12760,Lata Das,Savings,Grocery,Debit,6317,2024-11-22,Mumbai,Low
HSBC12761,Deepa Das,Credit,Investment,Debit,28740,2024-05-05,Surat,Medium
HSBC12762,Sudha Mishra,Savings,Rent,Debit,19358,2024-10-22,Mumbai,Medium
HSBC12763,Priya Agarwal,Current,Transfer,Credit,1372,2024-03-16,Jaipur,Low
HSBC12764,Anita Malhotra,Current,Salary,Credit,48281,2024-02-15,Lucknow,Medium
HSBC12765,Kiran Das,Savings,Investment,Debit,24871,2024-12-08,Pune,Medium
HSBC12766,Suresh Kumar,Fixed Deposit,Grocery,Debit,778,2024-03-03,Surat,Low
HSBC12767,Sunita Tiwari,Savings,Grocery,Debit,1292,2024-08-30,Chennai,Low
HSBC12768,Rohit Nair,Credit,Utilities,Debit,2503,2024-01-22,Surat,Low
HSBC12769,Sneha Das,Credit,Transfer,Credit,5947,2024-01-22,Chennai,Low
HSBC12770,Kiran Patel,Current,Rent,Debit,11739,2024-04-15,Kolkata,Low
HSBC12771,Vikram Nair,Fixed Deposit,Salary,Credit,65305,2024-04-21,Nagpur,High
HSBC12772,Amit Das,Fixed Deposit,Healthcare,Credit,5572,2024-05-03,Vadodara,Low
HSBC12773,Shanta Patel,Savings,Dining,Debit,10269,2024-08-08,Delhi,Low
HSBC12774,Rekha Iyer,Fixed Deposit,Dining,Credit,2447,2024-06-20,Indore,Low
HSBC12775,Dinesh Rao,Current,Education,Debit,748,2024-02-29,Delhi,Low
HSBC12776,Dinesh Iyer,Current,Shopping,Debit,6954,2024-01-22,Lucknow,Low
HSBC12777,Rohit Das,Current,Shopping,Credit,4945,2024-10-31,Kolkata,Low
HSBC12778,Dinesh Malhotra,Savings,EMI,Credit,12414,2024-03-31,Jaipur,Low
HSBC12779,Neha Rao,Credit,Salary,Debit,52552,2024-02-23,Surat,High
HSBC12780,Geeta Nair,Current,EMI,Debit,10543,2024-11-21,Bhopal,Low
HSBC12781,Nisha Malhotra,Credit,Grocery,Debit,4648,2024-10-13,Jaipur,Low
HSBC12782,Aarav Kumar,Fixed Deposit,Online Purchase,Credit,4640,2024-03-14,Ahmedabad,Low
HSBC12783,Vijay Mehta,Fixed Deposit,Utilities,Debit,4859,2024-05-12,Lucknow,Low
HSBC12784,Meena Chopra,Savings,Travel,Debit,2095,2024-10-30,Pune,Low
HSBC12785,Deepa Sharma,Fixed Deposit,Healthcare,Credit,1560,2024-12-03,Indore,Low
HSBC12786,Ramesh Sharma,Current,Salary,Credit,55344,2024-05-22,Surat,High
HSBC12787,Mahesh Chopra,Credit,ATM Withdrawal,Debit,594,2024-05-01,Indore,Low
HSBC12788,Asha Mishra,Fixed Deposit,Utilities,Debit,7469,2024-08-20,Chennai,Low
